task_id,split,domain,mechanism,noise,task_index,graph_seed,lambda,n_samples,n_variables,path
test_tgt_sine_laplace_0169,test,tgt_sine_laplace,sine,laplace,169,201069,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0169.npz
test_tgt_sine_laplace_0170,test,tgt_sine_laplace,sine,laplace,170,201070,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0170.npz
test_tgt_sine_laplace_0171,test,tgt_sine_laplace,sine,laplace,171,201071,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0171.npz
test_tgt_sine_laplace_0172,test,tgt_sine_laplace,sine,laplace,172,201072,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0172.npz
test_tgt_sine_laplace_0173,test,tgt_sine_laplace,sine,laplace,173,201073,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0173.npz
test_tgt_sine_laplace_0174,test,tgt_sine_laplace,sine,laplace,174,201074,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0174.npz
test_tgt_sine_laplace_0175,test,tgt_sine_laplace,sine,laplace,175,201075,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0175.npz
test_tgt_sine_laplace_0176,test,tgt_sine_laplace,sine,laplace,176,201076,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0176.npz
test_tgt_sine_laplace_0177,test,tgt_sine_laplace,sine,laplace,177,201077,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0177.npz
test_tgt_sine_laplace_0178,test,tgt_sine_laplace,sine,laplace,178,201078,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0178.npz
test_tgt_sine_laplace_0179,test,tgt_sine_laplace,sine,laplace,179,201079,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0179.npz
test_tgt_sine_laplace_0180,test,tgt_sine_laplace,sine,laplace,180,201080,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0180.npz
test_tgt_sine_laplace_0181,test,tgt_sine_laplace,sine,laplace,181,201081,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0181.npz
test_tgt_sine_laplace_0182,test,tgt_sine_laplace,sine,laplace,182,201082,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0182.npz
test_tgt_sine_laplace_0183,test,tgt_sine_laplace,sine,laplace,183,201083,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0183.npz
test_tgt_sine_laplace_0184,test,tgt_sine_laplace,sine,laplace,184,201084,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0184.npz
test_tgt_sine_laplace_0185,test,tgt_sine_laplace,sine,laplace,185,201085,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0185.npz
test_tgt_sine_laplace_0186,test,tgt_sine_laplace,sine,laplace,186,201086,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0186.npz
test_tgt_sine_laplace_0187,test,tgt_sine_laplace,sine,laplace,187,201087,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0187.npz
test_tgt_sine_laplace_0188,test,tgt_sine_laplace,sine,laplace,188,201088,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0188.npz
test_tgt_sine_laplace_0189,test,tgt_sine_laplace,sine,laplace,189,201089,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0189.npz
test_tgt_sine_laplace_0190,test,tgt_sine_laplace,sine,laplace,190,201090,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0190.npz
test_tgt_sine_laplace_0191,test,tgt_sine_laplace,sine,laplace,191,201091,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0191.npz
test_tgt_sine_laplace_0192,test,tgt_sine_laplace,sine,laplace,192,201092,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0192.npz
test_tgt_sine_laplace_0193,test,tgt_sine_laplace,sine,laplace,193,201093,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0193.npz
test_tgt_sine_laplace_0194,test,tgt_sine_laplace,sine,laplace,194,201094,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0194.npz
test_tgt_sine_laplace_0195,test,tgt_sine_laplace,sine,laplace,195,201095,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0195.npz
test_tgt_sine_laplace_0196,test,tgt_sine_laplace,sine,laplace,196,201096,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0196.npz
test_tgt_sine_laplace_0197,test,tgt_sine_laplace,sine,laplace,197,201097,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0197.npz
test_tgt_sine_laplace_0198,test,tgt_sine_laplace,sine,laplace,198,201098,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0198.npz
test_tgt_sine_laplace_0199,test,tgt_sine_laplace,sine,laplace,199,201099,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0199.npz
test_tgt_sine_laplace_0200,test,tgt_sine_laplace,sine,laplace,200,201100,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0200.npz
test_tgt_sine_laplace_0201,test,tgt_sine_laplace,sine,laplace,201,201101,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0201.npz
test_tgt_sine_laplace_0202,test,tgt_sine_laplace,sine,laplace,202,201102,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0202.npz
test_tgt_sine_laplace_0203,test,tgt_sine_laplace,sine,laplace,203,201103,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0203.npz
test_tgt_sine_laplace_0204,test,tgt_sine_laplace,sine,laplace,204,201104,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0204.npz
test_tgt_sine_laplace_0205,test,tgt_sine_laplace,sine,laplace,205,201105,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0205.npz
test_tgt_sine_laplace_0206,test,tgt_sine_laplace,sine,laplace,206,201106,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0206.npz
test_tgt_sine_laplace_0207,test,tgt_sine_laplace,sine,laplace,207,201107,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0207.npz
test_tgt_sine_laplace_0208,test,tgt_sine_laplace,sine,laplace,208,201108,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0208.npz
test_tgt_sine_laplace_0209,test,tgt_sine_laplace,sine,laplace,209,201109,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0209.npz
test_tgt_sine_laplace_0210,test,tgt_sine_laplace,sine,laplace,210,201110,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0210.npz
test_tgt_sine_laplace_0211,test,tgt_sine_laplace,sine,laplace,211,201111,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0211.npz
test_tgt_sine_laplace_0212,test,tgt_sine_laplace,sine,laplace,212,201112,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0212.npz
test_tgt_sine_laplace_0213,test,tgt_sine_laplace,sine,laplace,213,201113,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0213.npz
test_tgt_sine_laplace_0214,test,tgt_sine_laplace,sine,laplace,214,201114,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0214.npz
test_tgt_sine_laplace_0215,test,tgt_sine_laplace,sine,laplace,215,201115,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0215.npz
test_tgt_sine_laplace_0216,test,tgt_sine_laplace,sine,laplace,216,201116,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0216.npz
test_tgt_sine_laplace_0217,test,tgt_sine_laplace,sine,laplace,217,201117,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0217.npz
test_tgt_sine_laplace_0218,test,tgt_sine_laplace,sine,laplace,218,201118,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0218.npz
test_tgt_sine_laplace_0219,test,tgt_sine_laplace,sine,laplace,219,201119,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0219.npz
test_tgt_sine_laplace_0220,test,tgt_sine_laplace,sine,laplace,220,201120,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0220.npz
test_tgt_sine_laplace_0221,test,tgt_sine_laplace,sine,laplace,221,201121,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0221.npz
test_tgt_sine_laplace_0222,test,tgt_sine_laplace,sine,laplace,222,201122,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0222.npz
test_tgt_sine_laplace_0223,test,tgt_sine_laplace,sine,laplace,223,201123,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0223.npz
test_tgt_sine_laplace_0224,test,tgt_sine_laplace,sine,laplace,224,201124,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0224.npz
test_tgt_sine_laplace_0225,test,tgt_sine_laplace,sine,laplace,225,201125,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0225.npz
test_tgt_sine_laplace_0226,test,tgt_sine_laplace,sine,laplace,226,201126,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0226.npz
test_tgt_sine_laplace_0227,test,tgt_sine_laplace,sine,laplace,227,201127,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0227.npz
test_tgt_sine_laplace_0228,test,tgt_sine_laplace,sine,laplace,228,201128,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0228.npz
test_tgt_sine_laplace_0229,test,tgt_sine_laplace,sine,laplace,229,201129,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0229.npz
test_tgt_sine_laplace_0230,test,tgt_sine_laplace,sine,laplace,230,201130,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0230.npz
test_tgt_sine_laplace_0231,test,tgt_sine_laplace,sine,laplace,231,201131,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0231.npz
test_tgt_sine_laplace_0232,test,tgt_sine_laplace,sine,laplace,232,201132,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0232.npz
test_tgt_sine_laplace_0233,test,tgt_sine_laplace,sine,laplace,233,201133,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0233.npz
test_tgt_sine_laplace_0234,test,tgt_sine_laplace,sine,laplace,234,201134,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0234.npz
test_tgt_sine_laplace_0235,test,tgt_sine_laplace,sine,laplace,235,201135,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0235.npz
test_tgt_sine_laplace_0236,test,tgt_sine_laplace,sine,laplace,236,201136,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0236.npz
test_tgt_sine_laplace_0237,test,tgt_sine_laplace,sine,laplace,237,201137,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0237.npz
test_tgt_sine_laplace_0238,test,tgt_sine_laplace,sine,laplace,238,201138,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0238.npz
test_tgt_sine_laplace_0239,test,tgt_sine_laplace,sine,laplace,239,201139,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0239.npz
test_tgt_sine_laplace_0240,test,tgt_sine_laplace,sine,laplace,240,201140,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0240.npz
test_tgt_sine_laplace_0241,test,tgt_sine_laplace,sine,laplace,241,201141,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0241.npz
test_tgt_sine_laplace_0242,test,tgt_sine_laplace,sine,laplace,242,201142,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0242.npz
test_tgt_sine_laplace_0243,test,tgt_sine_laplace,sine,laplace,243,201143,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0243.npz
test_tgt_sine_laplace_0244,test,tgt_sine_laplace,sine,laplace,244,201144,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0244.npz
test_tgt_sine_laplace_0245,test,tgt_sine_laplace,sine,laplace,245,201145,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0245.npz
test_tgt_sine_laplace_0246,test,tgt_sine_laplace,sine,laplace,246,201146,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0246.npz
test_tgt_sine_laplace_0247,test,tgt_sine_laplace,sine,laplace,247,201147,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0247.npz
test_tgt_sine_laplace_0248,test,tgt_sine_laplace,sine,laplace,248,201148,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0248.npz
test_tgt_sine_laplace_0249,test,tgt_sine_laplace,sine,laplace,249,201149,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0249.npz
test_tgt_sine_laplace_0250,test,tgt_sine_laplace,sine,laplace,250,201150,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0250.npz
test_tgt_sine_laplace_0251,test,tgt_sine_laplace,sine,laplace,251,201151,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0251.npz
test_tgt_sine_laplace_0252,test,tgt_sine_laplace,sine,laplace,252,201152,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0252.npz
test_tgt_sine_laplace_0253,test,tgt_sine_laplace,sine,laplace,253,201153,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0253.npz
test_tgt_sine_laplace_0254,test,tgt_sine_laplace,sine,laplace,254,201154,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0254.npz
test_tgt_sine_laplace_0255,test,tgt_sine_laplace,sine,laplace,255,201155,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0255.npz
test_tgt_sine_laplace_0256,test,tgt_sine_laplace,sine,laplace,256,201156,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0256.npz
test_tgt_sine_laplace_0257,test,tgt_sine_laplace,sine,laplace,257,201157,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0257.npz
test_tgt_sine_laplace_0258,test,tgt_sine_laplace,sine,laplace,258,201158,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0258.npz
test_tgt_sine_laplace_0259,test,tgt_sine_laplace,sine,laplace,259,201159,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0259.npz
test_tgt_sine_laplace_0260,test,tgt_sine_laplace,sine,laplace,260,201160,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0260.npz
test_tgt_sine_laplace_0261,test,tgt_sine_laplace,sine,laplace,261,201161,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0261.npz
test_tgt_sine_laplace_0262,test,tgt_sine_laplace,sine,laplace,262,201162,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0262.npz
test_tgt_sine_laplace_0263,test,tgt_sine_laplace,sine,laplace,263,201163,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0263.npz
test_tgt_sine_laplace_0264,test,tgt_sine_laplace,sine,laplace,264,201164,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0264.npz
test_tgt_sine_laplace_0265,test,tgt_sine_laplace,sine,laplace,265,201165,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0265.npz
test_tgt_sine_laplace_0266,test,tgt_sine_laplace,sine,laplace,266,201166,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0266.npz
test_tgt_sine_laplace_0267,test,tgt_sine_laplace,sine,laplace,267,201167,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0267.npz
test_tgt_sine_laplace_0268,test,tgt_sine_laplace,sine,laplace,268,201168,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0268.npz
test_tgt_sine_laplace_0269,test,tgt_sine_laplace,sine,laplace,269,201169,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0269.npz
test_tgt_sine_laplace_0270,test,tgt_sine_laplace,sine,laplace,270,201170,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0270.npz
test_tgt_sine_laplace_0271,test,tgt_sine_laplace,sine,laplace,271,201171,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0271.npz
test_tgt_sine_laplace_0272,test,tgt_sine_laplace,sine,laplace,272,201172,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0272.npz
test_tgt_sine_laplace_0273,test,tgt_sine_laplace,sine,laplace,273,201173,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0273.npz
test_tgt_sine_laplace_0274,test,tgt_sine_laplace,sine,laplace,274,201174,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0274.npz
test_tgt_sine_laplace_0275,test,tgt_sine_laplace,sine,laplace,275,201175,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0275.npz
test_tgt_sine_laplace_0276,test,tgt_sine_laplace,sine,laplace,276,201176,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0276.npz
test_tgt_sine_laplace_0277,test,tgt_sine_laplace,sine,laplace,277,201177,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0277.npz
test_tgt_sine_laplace_0278,test,tgt_sine_laplace,sine,laplace,278,201178,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0278.npz
test_tgt_sine_laplace_0279,test,tgt_sine_laplace,sine,laplace,279,201179,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0279.npz
test_tgt_sine_laplace_0280,test,tgt_sine_laplace,sine,laplace,280,201180,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0280.npz
test_tgt_sine_laplace_0281,test,tgt_sine_laplace,sine,laplace,281,201181,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0281.npz
test_tgt_sine_laplace_0282,test,tgt_sine_laplace,sine,laplace,282,201182,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0282.npz
test_tgt_sine_laplace_0283,test,tgt_sine_laplace,sine,laplace,283,201183,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0283.npz
test_tgt_sine_laplace_0284,test,tgt_sine_laplace,sine,laplace,284,201184,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0284.npz
test_tgt_sine_laplace_0285,test,tgt_sine_laplace,sine,laplace,285,201185,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0285.npz
test_tgt_sine_laplace_0286,test,tgt_sine_laplace,sine,laplace,286,201186,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0286.npz
test_tgt_sine_laplace_0287,test,tgt_sine_laplace,sine,laplace,287,201187,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0287.npz
test_tgt_sine_laplace_0288,test,tgt_sine_laplace,sine,laplace,288,201188,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0288.npz
test_tgt_sine_laplace_0289,test,tgt_sine_laplace,sine,laplace,289,201189,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0289.npz
test_tgt_sine_laplace_0290,test,tgt_sine_laplace,sine,laplace,290,201190,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0290.npz
test_tgt_sine_laplace_0291,test,tgt_sine_laplace,sine,laplace,291,201191,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0291.npz
test_tgt_sine_laplace_0292,test,tgt_sine_laplace,sine,laplace,292,201192,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0292.npz
test_tgt_sine_laplace_0293,test,tgt_sine_laplace,sine,laplace,293,201193,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0293.npz
test_tgt_sine_laplace_0294,test,tgt_sine_laplace,sine,laplace,294,201194,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0294.npz
test_tgt_sine_laplace_0295,test,tgt_sine_laplace,sine,laplace,295,201195,0.0,1000,10,data/tasks/test_tgt_sine_laplace_0295.npz
test_tgt_sine_laplace_0296,test,tgt_sine_laplace,sine,laplace,296,201196,0.25,1000,10,data/tasks/test_tgt_sine_laplace_0296.npz
test_tgt_sine_laplace_0297,test,tgt_sine_laplace,sine,laplace,297,201197,0.5,1000,10,data/tasks/test_tgt_sine_laplace_0297.npz
test_tgt_sine_laplace_0298,test,tgt_sine_laplace,sine,laplace,298,201198,0.75,1000,10,data/tasks/test_tgt_sine_laplace_0298.npz
test_tgt_sine_laplace_0299,test,tgt_sine_laplace,sine,laplace,299,201199,1.0,1000,10,data/tasks/test_tgt_sine_laplace_0299.npz
test_tgt_rff_exponential_0000,test,tgt_rff_exponential,rff,exponential,0,201200,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0000.npz
test_tgt_rff_exponential_0001,test,tgt_rff_exponential,rff,exponential,1,201201,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0001.npz
test_tgt_rff_exponential_0002,test,tgt_rff_exponential,rff,exponential,2,201202,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0002.npz
test_tgt_rff_exponential_0003,test,tgt_rff_exponential,rff,exponential,3,201203,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0003.npz
test_tgt_rff_exponential_0004,test,tgt_rff_exponential,rff,exponential,4,201204,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0004.npz
test_tgt_rff_exponential_0005,test,tgt_rff_exponential,rff,exponential,5,201205,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0005.npz
test_tgt_rff_exponential_0006,test,tgt_rff_exponential,rff,exponential,6,201206,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0006.npz
test_tgt_rff_exponential_0007,test,tgt_rff_exponential,rff,exponential,7,201207,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0007.npz
test_tgt_rff_exponential_0008,test,tgt_rff_exponential,rff,exponential,8,201208,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0008.npz
test_tgt_rff_exponential_0009,test,tgt_rff_exponential,rff,exponential,9,201209,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0009.npz
test_tgt_rff_exponential_0010,test,tgt_rff_exponential,rff,exponential,10,201210,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0010.npz
test_tgt_rff_exponential_0011,test,tgt_rff_exponential,rff,exponential,11,201211,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0011.npz
test_tgt_rff_exponential_0012,test,tgt_rff_exponential,rff,exponential,12,201212,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0012.npz
test_tgt_rff_exponential_0013,test,tgt_rff_exponential,rff,exponential,13,201213,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0013.npz
test_tgt_rff_exponential_0014,test,tgt_rff_exponential,rff,exponential,14,201214,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0014.npz
test_tgt_rff_exponential_0015,test,tgt_rff_exponential,rff,exponential,15,201215,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0015.npz
test_tgt_rff_exponential_0016,test,tgt_rff_exponential,rff,exponential,16,201216,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0016.npz
test_tgt_rff_exponential_0017,test,tgt_rff_exponential,rff,exponential,17,201217,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0017.npz
test_tgt_rff_exponential_0018,test,tgt_rff_exponential,rff,exponential,18,201218,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0018.npz
test_tgt_rff_exponential_0019,test,tgt_rff_exponential,rff,exponential,19,201219,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0019.npz
test_tgt_rff_exponential_0020,test,tgt_rff_exponential,rff,exponential,20,201220,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0020.npz
test_tgt_rff_exponential_0021,test,tgt_rff_exponential,rff,exponential,21,201221,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0021.npz
test_tgt_rff_exponential_0022,test,tgt_rff_exponential,rff,exponential,22,201222,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0022.npz
test_tgt_rff_exponential_0023,test,tgt_rff_exponential,rff,exponential,23,201223,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0023.npz
test_tgt_rff_exponential_0024,test,tgt_rff_exponential,rff,exponential,24,201224,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0024.npz
test_tgt_rff_exponential_0025,test,tgt_rff_exponential,rff,exponential,25,201225,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0025.npz
test_tgt_rff_exponential_0026,test,tgt_rff_exponential,rff,exponential,26,201226,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0026.npz
test_tgt_rff_exponential_0027,test,tgt_rff_exponential,rff,exponential,27,201227,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0027.npz
test_tgt_rff_exponential_0028,test,tgt_rff_exponential,rff,exponential,28,201228,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0028.npz
test_tgt_rff_exponential_0029,test,tgt_rff_exponential,rff,exponential,29,201229,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0029.npz
test_tgt_rff_exponential_0030,test,tgt_rff_exponential,rff,exponential,30,201230,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0030.npz
test_tgt_rff_exponential_0031,test,tgt_rff_exponential,rff,exponential,31,201231,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0031.npz
test_tgt_rff_exponential_0032,test,tgt_rff_exponential,rff,exponential,32,201232,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0032.npz
test_tgt_rff_exponential_0033,test,tgt_rff_exponential,rff,exponential,33,201233,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0033.npz
test_tgt_rff_exponential_0034,test,tgt_rff_exponential,rff,exponential,34,201234,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0034.npz
test_tgt_rff_exponential_0035,test,tgt_rff_exponential,rff,exponential,35,201235,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0035.npz
test_tgt_rff_exponential_0036,test,tgt_rff_exponential,rff,exponential,36,201236,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0036.npz
test_tgt_rff_exponential_0037,test,tgt_rff_exponential,rff,exponential,37,201237,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0037.npz
test_tgt_rff_exponential_0038,test,tgt_rff_exponential,rff,exponential,38,201238,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0038.npz
test_tgt_rff_exponential_0039,test,tgt_rff_exponential,rff,exponential,39,201239,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0039.npz
test_tgt_rff_exponential_0040,test,tgt_rff_exponential,rff,exponential,40,201240,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0040.npz
test_tgt_rff_exponential_0041,test,tgt_rff_exponential,rff,exponential,41,201241,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0041.npz
test_tgt_rff_exponential_0042,test,tgt_rff_exponential,rff,exponential,42,201242,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0042.npz
test_tgt_rff_exponential_0043,test,tgt_rff_exponential,rff,exponential,43,201243,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0043.npz
test_tgt_rff_exponential_0044,test,tgt_rff_exponential,rff,exponential,44,201244,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0044.npz
test_tgt_rff_exponential_0045,test,tgt_rff_exponential,rff,exponential,45,201245,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0045.npz
test_tgt_rff_exponential_0046,test,tgt_rff_exponential,rff,exponential,46,201246,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0046.npz
test_tgt_rff_exponential_0047,test,tgt_rff_exponential,rff,exponential,47,201247,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0047.npz
test_tgt_rff_exponential_0048,test,tgt_rff_exponential,rff,exponential,48,201248,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0048.npz
test_tgt_rff_exponential_0049,test,tgt_rff_exponential,rff,exponential,49,201249,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0049.npz
test_tgt_rff_exponential_0050,test,tgt_rff_exponential,rff,exponential,50,201250,0.0,1000,10,data/tasks/test_tgt_rff_exponential_0050.npz
test_tgt_rff_exponential_0051,test,tgt_rff_exponential,rff,exponential,51,201251,0.25,1000,10,data/tasks/test_tgt_rff_exponential_0051.npz
test_tgt_rff_exponential_0052,test,tgt_rff_exponential,rff,exponential,52,201252,0.5,1000,10,data/tasks/test_tgt_rff_exponential_0052.npz
test_tgt_rff_exponential_0053,test,tgt_rff_exponential,rff,exponential,53,201253,0.75,1000,10,data/tasks/test_tgt_rff_exponential_0053.npz
test_tgt_rff_exponential_0054,test,tgt_rff_exponential,rff,exponential,54,201254,1.0,1000,10,data/tasks/test_tgt_rff_exponential_0054.npz
